dataset,nrows,ncols,run,seed,i_5CV_logloss,p_5CV_logloss,i_TST_logloss,p_TST_logloss,i_geo_complexity,p_geo_complexity,i_nfs_complexity,p_nfs_complexity,i_best_model,p_best_model,i_d,p_d,i_l,p_l,i_f,p_f,i_tree_nfs,p_tree_nfs,i_tree_used_fs,p_tree_used_fs,i_selected_fs,p_selected_fs
Titanic.csv,2201,4,3,3702,0.488123,0.488075,0.642888,0.642905,6000028.266098518,5000027.6660565585,3.0,3.0,"DecisionTreeClassifier(max_depth=4, random_state=1234)","DecisionTreeClassifier(ccp_alpha=3.235963843675333e-05, max_depth=4,
                       random_state=1234)",4,4,12,11,3,3,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
twonorm.csv,7400,21,2,2468,0.475061,0.47429,0.516326,0.516326,11000026.323866587,11000026.323866587,6.0,6.0,"DecisionTreeClassifier(ccp_alpha=0.0014007346627849823, max_depth=4,
                       min_samples_leaf=78, min_samples_split=122,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0010006866715700812, max_depth=4,
                       min_samples_leaf=64, min_samples_split=69,
                       random_state=1234)",4,4,16,16,6,6,6,6,['V1' 'V3' 'V5' 'V8' 'V14' 'V19'],['V1' 'V3' 'V5' 'V8' 'V14' 'V19'],['V1' 'V3' 'V5' 'V8' 'V14' 'V19'],['V1' 'V3' 'V5' 'V8' 'V14' 'V19']
dis.csv,3772,55,3,3702,0.05696,0.058324,0.047545,0.043316,2000035.8532905255,4000035.8918489628,33.0,6.0,"DecisionTreeClassifier(ccp_alpha=0.0004227010690466604, max_depth=3,
                       min_samples_leaf=98, min_samples_split=220,
                       random_state=1234)","DecisionTreeClassifier(max_depth=3, min_samples_leaf=60, min_samples_split=468,
                       random_state=1234)",2,3,3,6,1,2,1,2,['FTI'],['sex_1' 'FTI'],"['age' 'sex_0' 'sex_1' 'on_thyroxine_0' 'on_thyroxine_1'
 'query_on_thyroxine_1' 'on_antithyroid_medication_1' 'sick_0'
 'pregnant_0' 'thyroid_surgery_0' 'thyroid_surgery_1' 'I131_treatment_1'
 'query_hypothyroid_1' 'query_hyperthyroid_0' 'query_hyperthyroid_1'
 'lithium_1' 'goitre_1' 'tumor_0' 'hypopituitary_0' 'psych_0'
 'T3_measured_0' 'T3_measured_1' 'TT4_measured_0' 'TT4' 'T4U_measured_0'
 'T4U_measured_1' 'FTI_measured_0' 'FTI' 'TBG_measured_0' 'TBG_0'
 'referral_source_0' 'referral_source_1' 'referral_source_2']",['sex_0' 'sex_1' 'pregnant_1' 'I131_treatment_1' 'tumor_0' 'FTI']
kdd.csv,10108,576,1,1234,0.265655,0.265355,0.286031,0.286416,7000030.646788358,7000030.646788358,229.0,85.0,"DecisionTreeClassifier(max_depth=4, min_samples_leaf=2, min_samples_split=200,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00012048267840636573, max_depth=4,
                       min_samples_leaf=3, min_samples_split=178,
                       random_state=1234)",4,4,14,14,11,12,11,12,"['Actual_Time_College_Student' 'Education_Attainment_Doctoral'
 'Major_Occupation_Computer' 'Major_Occupation_Education'
 'Primary_Place_of_WWW_Access_Distributed'
 'Primary_Place_of_WWW_Access_Primarily_home'
 'Primary_Place_of_WWW_Access_Primarily_work'
 'Primary_Place_of_WWW_Access_Work' 'Not_Purchasing_Cant_find_1'
 'Who_Pays_for_Access_School_1' 'Who_Pays_for_Access_Self_1']","['Actual_Time_College_Student' 'Education_Attainment_Doctoral'
 'Major_Occupation_Computer' 'Major_Occupation_Education'
 'Primary_Place_of_WWW_Access_Distributed'
 'Primary_Place_of_WWW_Access_Primarily_home'
 'Primary_Place_of_WWW_Access_Primarily_work'
 'Primary_Place_of_WWW_Access_Work' 'Web_Page_Creation_No'
 'Who_Pays_for_Access_School_0' 'Who_Pays_for_Access_Self_0'
 'Who_Pays_for_Access_Self_1']","['Actual_Time_Accountant' 'Actual_Time_Administrator/Secretary'
 'Actual_Time_Artist/Musician' 'Actual_Time_CEO' 'Actual_Time_CFO'
 'Actual_Time_CIO' 'Actual_Time_Clerk' 'Actual_Time_College_Student'
 'Actual_Time_Designer' 'Actual_Time_Engineer'
 'Actual_Time_Health_Care_Worker' 'Actual_Time_Homemaker'
 'Actual_Time_K-12_Educator' 'Actual_Time_Laid_off'
 'Actual_Time_Mircocomputer' 'Actual_Time_Other'
 'Actual_Time_Vice_President' 'Age_10' 'Age_11' 'Age_12' 'Age_15' 'Age_19'
 'Age_23' 'Age_24' 'Age_25' 'Age_31' 'Age_33' 'Age_35' 'Age_36' 'Age_44'
 'Age_46' 'Age_47' 'Age_52' 'Age_54' 'Age_55' 'Age_58' 'Age_6' 'Age_60'
 'Age_64' 'Age_65' 'Age_67' 'Age_69' 'Age_70' 'Age_73' 'Age_76' 'Age_79'
 'Community_Building_Equally' 'Community_Membership_Family_1'
 'Community_Membership_None_0' 'Community_Membership_Other_0'
 'Community_Membership_Political_1' 'Community_Membership_Religious_0'
 'Community_Membership_Support_0' 'Community_Membership_Support_1'
 'Country_Afghanistan' 'Country_Alaska' 'Country_Argentina'
 'Country_Austria' 'Country_Brazil' 'Country_Burundi' 'Country_China'
 'Country_Colombia' 'Country_Connecticut' 'Country_Croatia'
 'Country_Czech' 'Country_Delaware' 'Country_Denmark' 'Country_Ecuador'
 'Country_Egypt' 'Country_Germany' 'Country_Greece' 'Country_India'
 'Country_Kentucky' 'Country_Kenya' 'Country_Kuwait' 'Country_Louisiana'
 'Country_Maine' 'Country_Malaysis' 'Country_Massachusetts'
 'Country_Missouri' 'Country_Montana' 'Country_Namibia'
 'Country_Netherlands_Antilles' 'Country_New_Hampshire' 'Country_New_York'
 'Country_New_Zealand' 'Country_North_Carolina' 'Country_Nova_Scotia'
 'Country_Ohio' 'Country_Other' 'Country_Saskatchewan'
 'Country_South_Carolina' 'Country_South_Dakota' 'Country_Tennessee'
 'Country_Thailand' 'Country_Turkey' 'Country_Venezuela'
 'Country_Virginia' 'Country_Wisconsin' 'Country_Wyoming' 'Country_Yukon'
 'Disability_Cognitive_0' 'Disability_Cognitive_1' 'Disability_Hearing_0'
 'Disability_Motor_0' 'Disability_Motor_1' 'Disability_Not_Impaired_0'
 'Disability_Not_Say_1' 'Disability_Vision_1'
 'Education_Attainment_College' 'Education_Attainment_Doctoral'
 'Education_Attainment_Grammar' 'Education_Attainment_High_School'
 'Falsification_of_Information_26-50' 'Falsification_of_Information_NA'
 'Household_Income_$10-19' 'Household_Income_Not_Say'
 'How_You_Heard_About_Survey_Friend_1'
 'How_You_Heard_About_Survey_Mailing_List_0'
 'How_You_Heard_About_Survey_Remebered_1'
 'How_You_Heard_About_Survey_Search_Engine_0'
 'How_You_Heard_About_Survey_WWW_Page_1'
 'Major_Geographical_Location_Africa'
 'Major_Geographical_Location_Central_America'
 'Major_Geographical_Location_Europe'
 'Major_Geographical_Location_Oceania'
 'Major_Geographical_Location_South_America'
 'Major_Geographical_Location_USA' 'Major_Occupation_Computer'
 'Major_Occupation_Education' 'Major_Occupation_Management'
 'Major_Occupation_Other' 'Major_Occupation_Professional'
 'Marital_Status_Married' 'Marital_Status_Separated'
 'Marital_Status_Widowed' 'Most_Import_Issue_Facing_the_Internet_Language'
 'Most_Import_Issue_Facing_the_Internet_Other' 'Opinions_on_Censorship_1'
 'Opinions_on_Censorship_4' 'Primary_Computing_Platform_Macintosh'
 'Primary_Computing_Platform_NT' 'Primary_Computing_Platform_OS2'
 'Primary_Computing_Platform_Other' 'Primary_Computing_Platform_PC_Unix'
 'Primary_Computing_Platform_Unix' 'Primary_Computing_Platform_VT100'
 'Primary_Computing_Platform_Win95' 'Primary_Language_American'
 'Primary_Language_Bengali' 'Primary_Language_Bulgarian'
 'Primary_Language_Danish' 'Primary_Language_Dutch'
 'Primary_Language_ENGLISH' 'Primary_Language_EnglishAfrikaans'
 'Primary_Language_EnglishAmerican'
 'Primary_Language_EnglishAmerican_Southern'
 'Primary_Language_EnglishFilipino'
 'Primary_Language_EnglishMandarin_Chinese'
 'Primary_Language_EnglishPOLISH' 'Primary_Language_EnglishPolish'
 'Primary_Language_EnglishTamil' 'Primary_Language_EnglishTurkish'
 'Primary_Language_Englishhawaiian' 'Primary_Language_Englishmalay'
 'Primary_Language_Englishtagalog' 'Primary_Language_Frenchfrench'
 'Primary_Language_German' 'Primary_Language_Germanaustrianic'
 'Primary_Language_Greek' 'Primary_Language_Hebrew'
 'Primary_Language_Hindienglish' 'Primary_Language_Indonesian'
 'Primary_Language_Italian' 'Primary_Language_Japanese'
 'Primary_Language_Korean' 'Primary_Language_Malay'
 'Primary_Language_Norwegian' 'Primary_Language_Polish'
 'Primary_Language_Portuguese' 'Primary_Language_Russian'
 'Primary_Language_SOUTHERN' 'Primary_Language_Serbian'
 'Primary_Language_Slovenian' 'Primary_Language_Swedish'
 'Primary_Language_Tagalog' 'Primary_Language_URDU'
 'Primary_Language_afrikaans' 'Primary_Language_bosnian'
 'Primary_Language_cherakee' 'Primary_Language_croatian'
 'Primary_Language_danish' 'Primary_Language_english'
 'Primary_Language_hebrew' 'Primary_Language_maltese'
 'Primary_Language_norwegian' 'Primary_Language_polish'
 'Primary_Language_spanish' 'Primary_Language_swedishn'
 'Primary_Language_turkish'
 'Primary_Language_united_states_of_america_english_with_southern_accent'
 'Primary_Place_of_WWW_Access_Distributed'
 'Primary_Place_of_WWW_Access_Friend'
 'Primary_Place_of_WWW_Access_Primarily_home'
 'Primary_Place_of_WWW_Access_Primarily_work'
 'Primary_Place_of_WWW_Access_Work' 'Race_Asian' 'Race_Hispanic'
 'Race_Indigenous' 'Race_Latino' 'Race_White'
 'Not_Purchasing_Bad_experience_0' 'Not_Purchasing_Bad_experience_1'
 'Not_Purchasing_Bad_press_0' 'Not_Purchasing_Bad_press_1'
 'Not_Purchasing_Cant_find_1' 'Not_Purchasing_Judge_quality_0'
 'Not_Purchasing_Never_tried_0' 'Not_Purchasing_Never_tried_1'
 'Not_Purchasing_Prefer_people_1' 'Not_Purchasing_Privacy_0'
 'Not_Purchasing_Privacy_1' 'Not_Purchasing_Uncomfortable_0'
 'Sexual_Preference_Gay_male' 'Sexual_Preference_Not_say'
 'Sexual_Preference_Transgender' 'Who_Pays_for_Access_Parents_0'
 'Who_Pays_for_Access_School_1' 'Who_Pays_for_Access_Self_1']","['Actual_Time_Accountant' 'Actual_Time_Administrator/Secretary'
 'Actual_Time_Advertising_Professional' 'Actual_Time_College_Student'
 'Actual_Time_Designer' 'Actual_Time_Self_Employed' 'Age_35' 'Age_41'
 'Age_44' 'Age_49' 'Age_5' 'Age_52' 'Age_61' 'Age_63' 'Age_66' 'Age_73'
 'Age_79' 'Age_9' 'Community_Membership_Other_0'
 'Community_Membership_Political_0' 'Community_Membership_Support_0'
 'Country_Chile' 'Country_Czech' 'Country_Dominican_Republic'
 'Country_Ecuador' 'Country_France' 'Country_Greece' 'Country_Iceland'
 'Country_Manitoba' 'Country_Maryland' 'Country_Montana'
 'Country_Netherlands' 'Country_Nicaragua' 'Country_Oman'
 'Country_Ontario' 'Country_Panama' 'Country_Philippines' 'Country_Russia'
 'Country_South_Africa' 'Country_West_Virginia' 'Disability_Cognitive_0'
 'Disability_Motor_0' 'Education_Attainment_Doctoral'
 'Household_Income_$75-99' 'Household_Income_Over_$100'
 'How_You_Heard_About_Survey_Mailing_List_1'
 'How_You_Heard_About_Survey_Others_0'
 'How_You_Heard_About_Survey_Usenet_News_1'
 'How_You_Heard_About_Survey_WWW_Page_0'
 'How_You_Heard_About_Survey_WWW_Page_1'
 'Major_Geographical_Location_Africa'
 'Major_Geographical_Location_West_Indies' 'Major_Occupation_Computer'
 'Major_Occupation_Education' 'Major_Occupation_Professional'
 'Marital_Status_Single' 'Marital_Status_Widowed'
 'Opinions_on_Censorship_1' 'Primary_Computing_Platform_OS2'
 'Primary_Language_Bengalidanish' 'Primary_Language_Englishestonian'
 'Primary_Language_Englishtagalog' 'Primary_Language_Finnish'
 'Primary_Language_GermanSwiss_German' 'Primary_Language_Hungarian'
 'Primary_Language_Icelandic' 'Primary_Language_Polish'
 'Primary_Language_Swiss_German' 'Primary_Language_Turkish'
 'Primary_Language_Urdu' 'Primary_Language_afrikaans'
 'Primary_Language_both_english+italian' 'Primary_Language_spanish'
 'Primary_Place_of_WWW_Access_Distributed'
 'Primary_Place_of_WWW_Access_Primarily_home'
 'Primary_Place_of_WWW_Access_Primarily_work'
 'Primary_Place_of_WWW_Access_Work' 'Not_Purchasing_Judge_quality_0'
 'Not_Purchasing_Other_1' 'Sexual_Preference_Transgender'
 'Web_Page_Creation_Dont_know' 'Web_Page_Creation_No'
 'Who_Pays_for_Access_School_0' 'Who_Pays_for_Access_Self_0'
 'Who_Pays_for_Access_Self_1']"
jm1.csv,10885,22,3,3702,0.443466,0.442899,0.44255,0.444386,6000027.241865284,5000026.394837588,8.0,3.0,"DecisionTreeClassifier(max_depth=3, min_samples_leaf=119, min_samples_split=625,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00018861926073057556, max_depth=3,
                       min_samples_leaf=121, min_samples_split=1108,
                       random_state=1234)",3,3,8,7,2,3,2,3,['loc' 'lOBlank'],['loc' 'i' 'lOBlank'],['loc' 'v(g)' 'ev(g)' 'b' 'lOBlank' 'uniq_Op' 'uniq_Opnd' 'total_Opnd'],['loc' 'i' 'lOBlank']
credit.csv,16714,11,2,2468,0.507609,0.507609,0.499669,0.499669,8000027.268844028,8000027.268844028,8.0,4.0,"DecisionTreeClassifier(ccp_alpha=0.00012739883574893807, max_depth=4,
                       min_samples_leaf=15, min_samples_split=236,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00018841920981688194, max_depth=4,
                       min_samples_split=269, random_state=1234)",4,4,13,13,4,4,4,4,"['RevolvingUtilizationOfUnsecuredLines'
 'NumberOfTime30-59DaysPastDueNotWorse' 'NumberOfTimes90DaysLate'
 'NumberOfTime60-89DaysPastDueNotWorse']","['RevolvingUtilizationOfUnsecuredLines'
 'NumberOfTime30-59DaysPastDueNotWorse' 'NumberOfTimes90DaysLate'
 'NumberOfTime60-89DaysPastDueNotWorse']","['RevolvingUtilizationOfUnsecuredLines' 'age'
 'NumberOfTime30-59DaysPastDueNotWorse' 'NumberOfOpenCreditLinesAndLoans'
 'NumberOfTimes90DaysLate' 'NumberRealEstateLoansOrLines'
 'NumberOfTime60-89DaysPastDueNotWorse' 'NumberOfDependents']","['RevolvingUtilizationOfUnsecuredLines'
 'NumberOfTime30-59DaysPastDueNotWorse' 'NumberOfTimes90DaysLate'
 'NumberOfTime60-89DaysPastDueNotWorse']"
Satellite.csv,5100,37,3,3702,0.029978,0.030394,0.040026,0.039725,1000035.960770599,1000035.9603395413,21.0,9.0,"DecisionTreeClassifier(max_depth=4, min_samples_leaf=10, min_samples_split=489,
                       random_state=1234)","DecisionTreeClassifier(max_depth=4, min_samples_leaf=14, random_state=1234)",4,4,5,5,4,4,4,4,['V14' 'V18' 'V22' 'V34'],['V14' 'V18' 'V22' 'V35'],"['V1' 'V3' 'V5' 'V7' 'V8' 'V10' 'V13' 'V14' 'V16' 'V17' 'V18' 'V19' 'V20'
 'V22' 'V23' 'V24' 'V27' 'V28' 'V31' 'V33' 'V34']",['V1' 'V2' 'V4' 'V7' 'V14' 'V17' 'V18' 'V22' 'V35']
compas.csv,5278,20,3,3702,0.622507,0.621761,0.599106,0.60098,13000024.497720577,12000024.510629801,10.0,2.0,"DecisionTreeClassifier(ccp_alpha=2.118295725738622e-05, max_depth=4,
                       min_samples_leaf=136, min_samples_split=236,
                       random_state=1234)","DecisionTreeClassifier(max_depth=4, min_samples_leaf=111, min_samples_split=259,
                       random_state=1234)",4,4,15,15,2,2,2,2,['age' 'priors_count'],['age' 'priors_count'],"['age' 'juv_fel_count' 'juv_other_count' 'priors_count'
 'age_cat_Greaterthan45_0' 'age_cat_Greaterthan45_1'
 'age_cat_Lessthan25_0' 'race_African-American_0' 'c_charge_degree_F'
 'c_charge_degree_M']",['age' 'priors_count']
Insurance.csv,23548,74,2,2468,0.553438,0.553433,0.553841,0.553349,2000027.4234166774,2000027.6141715508,44.0,10.0,"DecisionTreeClassifier(max_depth=1, min_samples_leaf=3297,
                       min_samples_split=2612, random_state=1234)","DecisionTreeClassifier(max_depth=1, min_samples_leaf=1608,
                       min_samples_split=3297, random_state=1234)",1,1,2,2,1,1,1,1,['Lower_Age'],['Holding_Policy_Duration_1.0'],"['Lower_Age' 'City_Code_C1' 'City_Code_C11' 'City_Code_C15'
 'City_Code_C16' 'City_Code_C18' 'City_Code_C19' 'City_Code_C2'
 'City_Code_C21' 'City_Code_C23' 'City_Code_C25' 'City_Code_C26'
 'City_Code_C27' 'City_Code_C29' 'City_Code_C3' 'City_Code_C30'
 'City_Code_C31' 'City_Code_C32' 'City_Code_C34' 'City_Code_C35'
 'City_Code_C36' 'City_Code_C5' 'City_Code_C6' 'City_Code_C8'
 'City_Code_C9' 'Reco_Insurance_Type_Individual' 'Is_Spouse_No'
 'Is_Spouse_Yes' 'Health Indicator_X4' 'Health Indicator_X7'
 'Holding_Policy_Duration_10.0' 'Holding_Policy_Duration_11.0'
 'Holding_Policy_Duration_12.0' 'Holding_Policy_Duration_13.0'
 'Holding_Policy_Duration_14+' 'Holding_Policy_Duration_14.0'
 'Holding_Policy_Duration_2.0' 'Holding_Policy_Duration_5.0'
 'Holding_Policy_Duration_6.0' 'Holding_Policy_Duration_7.0'
 'Holding_Policy_Duration_9.0' 'Holding_Policy_Type_1.0'
 'Holding_Policy_Type_3.0' 'Holding_Policy_Type_4.0']","['City_Code_C1' 'City_Code_C14' 'City_Code_C23' 'City_Code_C26'
 'City_Code_C32' 'City_Code_C6' 'Is_Spouse_No' 'Health Indicator_X5'
 'Health Indicator_X7' 'Holding_Policy_Duration_1.0']"
PhishingWebsites.csv,11055,69,3,3702,0.181122,0.181122,0.204635,0.204635,6000029.9337893035,6000029.9337893035,24.0,7.0,"DecisionTreeClassifier(ccp_alpha=0.0002018999650522559, max_depth=4,
                       min_samples_split=16, random_state=1234)","DecisionTreeClassifier(ccp_alpha=3.7763094213942804e-05, max_depth=4,
                       min_samples_split=76, random_state=1234)",4,4,12,12,7,7,7,7,"['Prefix_Suffix_1' 'SSLfinal_State_1' 'URL_of_Anchor_-1' 'URL_of_Anchor_1'
 'Links_in_tags_-1' 'web_traffic_0' 'Links_pointing_to_page_0']","['Prefix_Suffix_-1' 'SSLfinal_State_1' 'URL_of_Anchor_-1'
 'URL_of_Anchor_0' 'Links_in_tags_-1' 'web_traffic_0'
 'Links_pointing_to_page_0']","['having_IP_Address_-1' 'Shortining_Service_-1' 'Prefix_Suffix_1'
 'having_Sub_Domain_-1' 'SSLfinal_State_-1' 'SSLfinal_State_1'
 'SSLfinal_State_0' 'port_1' 'URL_of_Anchor_-1' 'URL_of_Anchor_1'
 'Links_in_tags_1' 'Links_in_tags_-1' 'SFH_0' 'Submitting_to_email_-1'
 'Abnormal_URL_1' 'Redirect_1' 'RightClick_1' 'popUpWidnow_1'
 'popUpWidnow_-1' 'DNSRecord_-1' 'web_traffic_0' 'web_traffic_1'
 'Links_pointing_to_page_0' 'Statistical_report_-1']","['Prefix_Suffix_-1' 'SSLfinal_State_1' 'URL_of_Anchor_-1'
 'URL_of_Anchor_0' 'Links_in_tags_-1' 'web_traffic_0'
 'Links_pointing_to_page_0']"
